name,reviewrate,reviewdate,reviewtext
Star Wars: Episode III - Revenge of the Sith,7/10,15 November 2023,Plays to its Strengths and Qualities with Fast Paced Interesting Storytelling.
Star Wars: Episode III - Revenge of the Sith,10/10,8 November 2023,Romeo and Juliet in Space
Star Wars: Episode III - Revenge of the Sith,10/10,3 November 2023,Best movie of all time
Star Wars: Episode III - Revenge of the Sith,5/10,25 October 2023,Predictable
Star Wars: Episode III - Revenge of the Sith,9/10,24 October 2023,The best prequel film
Star Wars: Episode III - Revenge of the Sith,10/10,6 October 2023,Jedi Don't Take Revenge..... But Sith Do
Star Wars: Episode III - Revenge of the Sith,9/10,2 October 2023,A flawed but aged classic
Sunset Blvd.,7/10,2 January 2024,Billy Wilder illuminates the flip side of celebrity and movie stardom
Sunset Blvd.,9/10,1 January 2024,Wilder's Hollywood Babylon
Sunset Blvd.,7/10,17 December 2023,Desolation Row
Sunset Blvd.,10/10,11 December 2023,A mesmerizing journey into 1950s Hollywood decadence and faded stardom: a cinematic masterpiece!
Sunset Blvd.,9/10,7 December 2023,"Sunset Boulevard: a journey into Hollywood's heart of darkness, headed by Gloria Swanson's layered acting masterclass"
Sunset Blvd.,9/10,3 December 2023,Billy Wilder's best film
Sunset Blvd.,10/10,27 November 2023,Perfect
Sunset Blvd.,6/10,13 November 2023,"Good For Film Lovers, But If Won't Connect with Others Anymore"
Sunset Blvd.,7/10,1 November 2023,"The Twilight Zone"" episode ""The Sixteen-Millimeter Shrine"" is better"
Sunset Blvd.,10/10,14 October 2023,A script writer's outrageously enjoyable worst nightmare
The Third Man,10/10,30 December 2023,Still one of the best in the genre
The Third Man,9/10,28 December 2023,Beautifully filmed and flawlessly directed...
The Third Man,7/10,28 December 2023,The Viennese Child of German Expressionism
The Third Man,8/10,27 December 2023,Orson Welles story in post war Vienna.
The Third Man,10/10,27 December 2023,One of the very best
The Third Man,9/10,15 November 2023,Carol Reed's best?
The Third Man,10/10,26 October 2023,Requires a lot of discussion
The Third Man,9/10,9 October 2023,A tremendous post war mystery.
The Third Man,9/10,1 September 2023,"""Would you really feel any pity if one of those dots stopped moving forever?"""
The Third Man,3/10,31 August 2023,Not a subversion - a gag
Double Indemnity,9/10,2 January 2024,Double Indemnity is Outstanding Film Noir
Double Indemnity,9/10,11 December 2023,Quintessential Film Noir
Double Indemnity,10/10,10 November 2023,"""Murder can sometimes smell like honeysuckle."""
Double Indemnity,10/10,4 November 2023,A Classic Film Noir That Still Radiates Energy
Double Indemnity,10/10,18 October 2023,One Of The Best Movies I Have Ever Seen
Double Indemnity,8/10,12 October 2023,8.5/10. Recommended
Double Indemnity,7/10,2 October 2023,"This early and influential film noir is good, but it's not the best of the genre..."
Double Indemnity,7/10,23 August 2023,Quintessential Noir With a Few Notable Slow Spots
Double Indemnity,10/10,4 August 2023,10/10
Double Indemnity,9/10,28 May 2023,"Yep, its great and timeless."
The Maltese Falcon,7/10,27 November 2023,Down These Mean Streets
The Maltese Falcon,8/10,15 November 2023,"""Keep askin' for it and you're gonna to get it - plenty. I told you to shove off."""
The Maltese Falcon,7/10,5 November 2023,Classic noir
The Maltese Falcon,8/10,3 November 2023,Amazing Bogart
The Maltese Falcon,7/10,23 October 2023,At least Bogart's great here.
The Maltese Falcon,8/10,17 October 2023,8/10. Recommended
The Maltese Falcon,9/10,13 September 2023,Iconic John Huston
The Maltese Falcon,8/10,26 August 2023,Beginning with a ripper of a noir
The Maltese Falcon,8/10,7 August 2023,Attack of the Raptors...
The Maltese Falcon,7/10,4 August 2023,Great but not perfect
Rebecca,10/10,25 December 2023,An exceptional film.
Rebecca,8/10,21 November 2023,8.1/10. Recommended
Rebecca,9/10,18 August 2023,When woman loves a man
Rebecca,8/10,17 August 2023,Dark Delights and Hidden Desires
Rebecca,8/10,15 August 2023,Rebecca
Rebecca,7/10,30 July 2023,Hitchcock's Creation
Rebecca,8/10,25 June 2023,Rebecca review
Rebecca,9/10,26 May 2023,Masterpiece by the master of suspense
Rebecca,6/10,19 May 2023,Rebecca
Rebecca,9/10,28 April 2023,"Excellent Plot and Acting, Nice Setting, Long Scenes"
Strangers on a Train,6/10,30 December 2023,Good stuff but a tad unbelievable
Strangers on a Train,7/10,13 December 2023,"A Hitchcock thriller with a whole lot of style, but ultimately lacking in depth"
Strangers on a Train,8/10,5 November 2023,This is a Fun Train Ride
Strangers on a Train,7/10,22 October 2023,7.2/10. Recommended
Strangers on a Train,9/10,4 October 2023,Exciting moments
Strangers on a Train,8/10,17 September 2023,Another great mystery from The Master of Suspense.
Strangers on a Train,8/10,12 September 2023,Something of a Hitchcock hidden gem
Strangers on a Train,8/10,7 September 2023,quality entertainment
Strangers on a Train,8/10,17 August 2023,Minds on a Collision Course
Strangers on a Train,10/10,6 August 2023,A psychological portrait of timeless proportions
Touch of Evil,8/10,10 September 2023,7.8/10. Recommended
Touch of Evil,8/10,5 September 2023,"It's not Orson Welles' best work, and there are some problems and wrong choices, but it's still a worthwhile film."
Touch of Evil,10/10,21 May 2023,Masterstroke of Cinematic Artistry
Touch of Evil,10/10,21 April 2023,A great detective but a lousy cop.
Touch of Evil,7/10,13 April 2023,Touch of Evil
Touch of Evil,10/10,26 March 2023,"Exquisite, masterful, absolutely essential"
Touch of Evil,6/10,19 January 2023,A Touch Well Done Actually!
Touch of Evil,10/10,18 January 2023,The opening isn't the most impressive shot
Touch of Evil,10/10,23 December 2022,A great detective but a lousy cop.
Touch of Evil,6/10,12 December 2022,Not so good
Notorious,8/10,26 November 2023,Great film that hasn't aged well...
Notorious,8/10,26 October 2023,Great Movie
Notorious,8/10,4 October 2023,"Hitchcock's response to ""Casablanca"""
Notorious,9/10,15 September 2023,9/10. Masterpiece
Notorious,10/10,3 August 2023,10/10
Notorious,10/10,4 July 2023,"One of Hitchcock's 5 or 6 greatest masterpieces, with Bergman and Grant in a disturbing love story perfectly framed in a story of suspense and espionage."
Notorious,4/10,4 April 2023,"""Dry your eyes baby, it's out of character."""
Notorious,6/10,25 March 2023,The Spy Who Loved Me...
Notorious,8/10,4 March 2023,A Casablanca with Hitchcock's stamp of paranoia and angst
Notorious,5/10,27 February 2023,Not the first to break the 'kiss rule'
The Night of the Hunter,8/10,31 December 2023,Laughton should have directed more
The Night of the Hunter,7/10,27 December 2023,Stark and memorable movie.
The Night of the Hunter,10/10,23 December 2023,Finally saw this movie on the big screen
The Night of the Hunter,searchanddestroy-1,15 December 2023,Chiseled diamond of dark poetry
The Night of the Hunter,9/10,11 December 2023,"A Chilling, Masterful Noirish Thriller"
The Night of the Hunter,8/10,7 December 2023,A film that with a love/hate ethos that was hated but now has gained more love!
The Night of the Hunter,9/10,4 December 2023,Strange but strangely compelling
The Night of the Hunter,9/10,1 November 2023,Mitchum's Best (and Scariest) Performance
The Night of the Hunter,3/10,27 October 2023,I'm the Only Person Who Hated This Movie
The Night of the Hunter,9/10,17 October 2023,"""It's a hard world for little things"""
The Killing,9/10,25 December 2023,Yet another crack from Kubrick
The Killing,8/10,25 November 2023,Clever heist movie camouflaged as noir homage from the young Kubrick
The Killing,8/10,7 November 2023,Textbook Cinema
The Killing,9/10,22 October 2023,Great early Kubrick feature
The Killing,8/10,16 October 2023,A masterpiece
The Killing,8/10,14 September 2023,A masterclass in using a non-linear narrative structure
The Killing,9/10,10 September 2023,The Greatest starts his run here
The Killing,10/10,6 August 2023,Wow!
The Killing,7/10,28 June 2023,Why didn't he.....
The Killing,7/10,20 June 2023,The Killing
The Big Sleep,7/10,26 December 2023,The Big Sleep
The Big Sleep,8/10,24 December 2023,The Big Sleep
The Big Sleep,6/10,2 November 2023,Sleepy But Interesting
The Big Sleep,1/10,29 October 2023,Terrible
The Big Sleep,1/10,24 September 2023,Read the Book First
The Big Sleep,9/10,24 September 2023,The second of four Bogie and Becall pairing
The Big Sleep,9/10,3 September 2023,Classic film noir
The Big Sleep,8/10,28 August 2023,Such Great Dialogue!
The Big Sleep,8/10,18 August 2023,Quite a High Sheep Count...
The Big Sleep,6/10,22 July 2023,"crazy plot, charismatic stars"
Shadow of a Doubt,8/10,31 December 2023,Top-flight Hitchcock
Shadow of a Doubt,10/10,30 December 2023,Hitchcocks dark joke about small town hypocrisy.
Shadow of a Doubt,7/10,26 December 2023,Thoroughly enjoyable 1940s thriller.....
Shadow of a Doubt,8/10,9 November 2023,The battle of the two Charlie's
Shadow of a Doubt,10/10,26 October 2023,Teresa Wright is fantastic!
Shadow of a Doubt,murray_johnc,24 October 2023,I have more than a shadow of a doubt about the film script
Shadow of a Doubt,9/10,20 October 2023,shadow of a doubt
Shadow of a Doubt,7/10,11 October 2023,Never Doubt on Hitchcock
Shadow of a Doubt,3/10,8 October 2023,Rather over rated
Shadow of a Doubt,10/10,4 October 2023,My Favorite Hitchcock
Spellbound,8/10,9 October 2023,7.6/10. Recommended
Spellbound,5/10,8 September 2023,"""The human being often doesn't want to know the truth about himself"""
Spellbound,8/10,17 August 2023,Mysteries of Memory and Mind
Spellbound,5/10,16 August 2023,Non-stop psycho-babble from Hitchcock
Spellbound,10/10,14 July 2023,Might be my favourite film of all time
Spellbound,7/10,29 May 2023,Spellbinding
Spellbound,9/10,7 April 2023,"There's a happiness in working hard, maybe the most!"
Spellbound,8/10,24 March 2023,"Entrance, Enchant, Bewitch..."
Spellbound,8/10,14 February 2023,Bergman did it again
Spellbound,7/10,27 December 2022,Freudian and surrealist suspense from Hitch diving in the labyrinths of a sick mind!!
Laura,2/10,24 December 2023,One you can skip.
Laura,10/10,20 December 2023,View it several times and patterns start to show.
Laura,2/10,25 November 2023,"Stiff and lifeless, like Tierney's acting"
Laura,6/10,13 November 2023,"Pretty, but doesn't live up to hype"
Laura,10/10,24 October 2023,"The ultimate film noir, expertly cast"
Laura,10/10,7 September 2023,A Noir Classic from when Hollywood Could Make Excellent Films
Laura,9/10,21 July 2023,Only one thing bothered me
Laura,10/10,20 July 2023,One of the best films of the 1940s. The definitive film noir.
Laura,8/10,21 June 2023,Laura review
Laura,10/10,11 June 2023,Andrews & Preminger begin
Key Largo,10/10,16 December 2023,A look at the real Florida Keys
Key Largo,5/10,29 October 2023,"""When your head says one thing and your whole life says another, your head always loses."""
Key Largo,7/10,20 October 2023,Key Largo
Key Largo,8/10,4 October 2023,Fine Example of the Noir Style
Key Largo,8/10,13 September 2023,"Robinson, Barrymore, and Trevor are the strongest actors"
Key Largo,10/10,1 September 2023,Hurricanes and gangsters
Key Largo,8/10,7 August 2023,A Houston Hollywood Hurricane...
Key Largo,9/10,14 July 2023,Iconic noir drama
Key Largo,9/10,12 July 2023,It's Bogart Versus Edward G. Robinson!
Key Largo,azathothpwiggins,6 July 2023,Storm Surge...
Suspicion,8/10,13 December 2023,Anything Is Possible
Suspicion,8/10,8 November 2023,"For the superficial ending that it showed, I give it an 8. One of those movies I disagreed with Hitchcock about"
Suspicion,7/10,6 November 2023,Hitchcock and his story
Suspicion,8/10,13 September 2023,One of Hitchcock's best
Suspicion,9/10,21 August 2023,WWII reaction
Suspicion,8/10,25 July 2023,When manipulative personalities create a veil of fear and distrust
Suspicion,8/10,30 June 2023,liked it
Suspicion,3/10,26 April 2023,Not top quality for Hitch or the actors
Suspicion,7/10,4 January 2023,Too Many Holes
Suspicion,9/10,20 December 2022,One of Hitchcock's best films
Out of the Past,10/10,3 January 2024,Hits On All Eight Noir Cylinders
Out of the Past,3/10,14 November 2023,Confusing Film
Out of the Past,searchanddestroy-1,29 October 2023,Only Burt Lancaster was missing
Out of the Past,8/10,19 August 2023,Mitchum might have inspired hundreds of pulp fiction writers
Out of the Past,6/10,12 August 2023,solid film noir with nice scenery
Out of the Past,10/10,9 June 2023,""".......That's one way to be clever. Act like an idiot."""
Out of the Past,2/10,29 May 2023,Convoluted Mess
Out of the Past,10/10,16 April 2023,My Masterpiece number 105!!
Out of the Past,3/10,30 March 2023,unbelievable
Out of the Past,estayunita,1 March 2023,The Mysterious Jeff Bailey
The Lost Weekend,6/10,21 December 2023,Bright spots with poor execution.
The Lost Weekend,4/10,20 December 2023,Alcoholic's Descent into Hell Lacks External Conflict
The Lost Weekend,10/10,18 November 2023,A sobering look at alcoholism.
The Lost Weekend,9/10,10 November 2023,"Conroversial, beautiful and authentic"
The Lost Weekend,9/10,4 August 2023,"Amazing you musbe see love , believe with love"
The Lost Weekend,9/10,21 July 2023,Insidious
The Lost Weekend,6/10,6 June 2023,A powerful film
The Lost Weekend,5/10,4 April 2023,outdated?
The Lost Weekend,10/10,18 March 2023,One Powerful Movie
The Lost Weekend,9/10,10 March 2023,A debacherous weekend
Ace in the Hole,7/10,10 December 2023,"7,2/10. Recommended"
Ace in the Hole,7/10,20 October 2023,"High on morals, low on plot twists"
Ace in the Hole,9/10,1 June 2023,One of Wilder's best
Ace in the Hole,10/10,15 April 2023,Journalism at its yellowest.
Ace in the Hole,9/10,7 April 2023,Good News is No News
Ace in the Hole,9/10,15 March 2023,"A Strong, Relevant Film About the State of Journalism!"
Ace in the Hole,9/10,23 December 2022,The Circus of Doom
Ace in the Hole,10/10,21 December 2022,Journalism at its yellowest.
Ace in the Hole,7/10,18 November 2022,"ENGAGING,ENERGETIC & REALLY MEAN"
Ace in the Hole,9/10,28 October 2022,Sensationalism as the demand side of manipulative journalism
To Have and Have Not,8/10,6 November 2023,8/10. Recommended
To Have and Have Not,7/10,3 November 2023,When Bogey Met Bacall
To Have and Have Not,9/10,30 August 2023,A rehash of Casablanca with the added chemistry of Bogart and Bacall
To Have and Have Not,8/10,21 August 2023,Gets an extra star for being a b/w vintage classic
To Have and Have Not,8/10,12 August 2023,A Bit of a Déjà Vu Thing...
To Have and Have Not,9/10,5 June 2023,This is a gem with fantastic execution by the cast and production team
To Have and Have Not,8/10,27 March 2023,When Bogey Met Betty
To Have and Have Not,8/10,25 March 2023,You can see the love develop before your eyes
